,id,_id,datetime,type,reference,description,extra
5402,20509,,2021-01-14T04:00:01.126442Z,DECEASED,http://covid.gov.pk/,2 new deaths reported in Islamabad taking the tally to 449,
5403,20511,,2021-01-14T04:00:01.215856Z,RECOVERED,http://covid.gov.pk/,"151 new recoveries reported in Islamabad taking the tally to 37,200",
5404,20513,,2021-01-14T04:00:01.287207Z,DECEASED,http://covid.gov.pk/,"4 new deaths reported in KPK taking the tally to 1,752",
5405,20514,,2021-01-14T04:00:01.294027Z,RECOVERED,http://covid.gov.pk/,"286 new recoveries reported in KPK taking the tally to 57,313",
5406,20515,,2021-01-14T04:00:01.300090Z,DECEASED,http://covid.gov.pk/,"25 new deaths reported in Punjab taking the tally to 4,348",
5407,20516,,2021-01-14T04:00:01.306258Z,RECOVERED,http://covid.gov.pk/,"913 new recoveries reported in Punjab taking the tally to 131,825",
5408,20517,,2021-01-14T04:00:01.312394Z,DECEASED,http://covid.gov.pk/,"14 new deaths reported in Sindh taking the tally to 3,744",
5409,20518,,2021-01-14T04:00:01.318193Z,RECOVERED,http://covid.gov.pk/,"888 new recoveries reported in Sindh taking the tally to 210,127",
5410,20519,,2021-01-15T02:46:00Z,INFECTED,http://covid.gov.pk/,"27 new cases reported in AJK taking the tally to 8,567",
5411,20520,,2021-01-15T02:46:00Z,INFECTED,http://covid.gov.pk/,"125 new cases reported in Islamabad taking the tally to 39,749",
5412,20522,,2021-01-15T02:46:00Z,INFECTED,http://covid.gov.pk/,"342 new cases reported in KPK taking the tally to 62,719",
5413,20523,,2021-01-15T02:46:00Z,INFECTED,http://covid.gov.pk/,"661 new cases reported in Punjab taking the tally to 147,953",
5414,20524,,2021-01-15T02:46:00Z,INFECTED,http://covid.gov.pk/,"1,235 new cases reported in Sindh taking the tally to 231,953",
5415,20525,,2021-01-15T02:46:00Z,INFECTED,http://covid.gov.pk/,"27 new cases reported in Balochistan taking the tally to 18,515",
5416,20526,,2021-01-15T04:00:01.112449Z,DECEASED,http://covid.gov.pk/,1 new death reported in AJK taking the tally to 237,
5417,20527,,2021-01-15T04:00:01.133994Z,RECOVERED,http://covid.gov.pk/,"23 new recoveries reported in AJK taking the tally to 8,044",
5418,20528,,2021-01-15T04:00:01.141599Z,DECEASED,http://covid.gov.pk/,1 new death reported in Balochistan taking the tally to 189,
5419,20529,,2021-01-15T04:00:01.148075Z,RECOVERED,http://covid.gov.pk/,"19 new recoveries reported in Balochistan taking the tally to 18,021",
5420,20530,,2021-01-15T04:00:01.155655Z,RECOVERED,http://covid.gov.pk/,"2 new recoveries reported in Gilgit Baltistan taking the tally to 4,748",
5421,20531,,2021-01-15T04:00:01.168448Z,RECOVERED,http://covid.gov.pk/,"213 new recoveries reported in Islamabad taking the tally to 37,413",
5422,20533,,2021-01-15T04:00:01.251357Z,DECEASED,http://covid.gov.pk/,"10 new deaths reported in KPK taking the tally to 1,762",
5423,20534,,2021-01-15T04:00:01.264185Z,RECOVERED,http://covid.gov.pk/,"224 new recoveries reported in KPK taking the tally to 57,537",
5424,20535,,2021-01-15T04:00:01.274175Z,DECEASED,http://covid.gov.pk/,"22 new deaths reported in Punjab taking the tally to 4,370",
5425,20536,,2021-01-15T04:00:01.283810Z,RECOVERED,http://covid.gov.pk/,"944 new recoveries reported in Punjab taking the tally to 132,769",
5426,20537,,2021-01-15T04:00:01.293299Z,DECEASED,http://covid.gov.pk/,"11 new deaths reported in Sindh taking the tally to 3,755",
5427,20538,,2021-01-15T04:00:01.302712Z,RECOVERED,http://covid.gov.pk/,"647 new recoveries reported in Sindh taking the tally to 210,774",
5428,20539,,2021-01-16T03:12:00Z,INFECTED,http://covid.gov.pk/,"16 new cases reported in AJK taking the tally to 8,583",
5429,20540,,2021-01-16T03:12:00Z,INFECTED,http://covid.gov.pk/,"139 new cases reported in Islamabad taking the tally to 39,888",
5430,20542,,2021-01-16T03:12:00Z,INFECTED,http://covid.gov.pk/,"277 new cases reported in KPK taking the tally to 62,996",
5431,20543,,2021-01-16T03:12:00Z,INFECTED,http://covid.gov.pk/,"535 new cases reported in Punjab taking the tally to 148,488",
5432,20544,,2021-01-16T03:12:00Z,INFECTED,http://covid.gov.pk/,"1,443 new cases reported in Sindh taking the tally to 233,396",
5433,20545,,2021-01-16T03:12:00Z,INFECTED,http://covid.gov.pk/,"22 new cases reported in Balochistan taking the tally to 18,537",
5434,20546,,2021-01-16T04:00:01.092677Z,DECEASED,http://covid.gov.pk/,1 new death reported in AJK taking the tally to 238,
5435,20547,,2021-01-16T04:00:01.110744Z,RECOVERED,http://covid.gov.pk/,"19 new recoveries reported in AJK taking the tally to 8,063",
5436,20548,,2021-01-16T04:00:01.118217Z,DECEASED,http://covid.gov.pk/,1 new death reported in Balochistan taking the tally to 190,
5437,20549,,2021-01-16T04:00:01.124439Z,RECOVERED,http://covid.gov.pk/,"39 new recoveries reported in Balochistan taking the tally to 18,060",
5438,20550,,2021-01-16T04:00:01.134081Z,DECEASED,http://covid.gov.pk/,1 new death reported in Islamabad taking the tally to 450,
5439,20552,,2021-01-16T04:00:01.169907Z,RECOVERED,http://covid.gov.pk/,"208 new recoveries reported in Islamabad taking the tally to 37,621",
5440,20554,,2021-01-16T04:00:01.262989Z,DECEASED,http://covid.gov.pk/,"11 new deaths reported in KPK taking the tally to 1,773",
5441,20555,,2021-01-16T04:00:01.270616Z,RECOVERED,http://covid.gov.pk/,"218 new recoveries reported in KPK taking the tally to 57,755",
5442,20556,,2021-01-16T04:00:01.277126Z,DECEASED,http://covid.gov.pk/,"17 new deaths reported in Punjab taking the tally to 4,387",
5443,20557,,2021-01-16T04:00:01.283604Z,RECOVERED,http://covid.gov.pk/,"817 new recoveries reported in Punjab taking the tally to 133,586",
5444,20558,,2021-01-16T04:00:01.290098Z,DECEASED,http://covid.gov.pk/,"14 new deaths reported in Sindh taking the tally to 3,769",
5445,20559,,2021-01-16T04:00:01.296443Z,RECOVERED,http://covid.gov.pk/,"1,492 new recoveries reported in Sindh taking the tally to 212,266",
5446,20560,,2021-01-17T03:25:00Z,INFECTED,http://covid.gov.pk/,"23 new cases reported in AJK taking the tally to 8,606",
5447,20561,,2021-01-17T03:25:00Z,INFECTED,http://covid.gov.pk/,"131 new cases reported in Islamabad taking the tally to 40,019",
5448,20563,,2021-01-17T03:25:00Z,INFECTED,http://covid.gov.pk/,"343 new cases reported in KPK taking the tally to 63,339",
5449,20564,,2021-01-17T03:25:00Z,INFECTED,http://covid.gov.pk/,"734 new cases reported in Punjab taking the tally to 149,222",
5450,20565,,2021-01-17T03:25:00Z,INFECTED,http://covid.gov.pk/,"1,258 new cases reported in Sindh taking the tally to 234,654",
5451,20566,,2021-01-17T03:25:00Z,INFECTED,http://covid.gov.pk/,"32 new cases reported in Balochistan taking the tally to 18,569",
5452,20567,,2021-01-17T04:00:01.475934Z,DECEASED,http://covid.gov.pk/,3 new deaths reported in AJK taking the tally to 241,
5453,20568,,2021-01-17T04:00:01.489712Z,RECOVERED,http://covid.gov.pk/,"19 new recoveries reported in AJK taking the tally to 8,082",
5454,20569,,2021-01-17T04:00:01.498073Z,RECOVERED,http://covid.gov.pk/,"11 new recoveries reported in Balochistan taking the tally to 18,071",
5455,20570,,2021-01-17T04:00:01.507122Z,RECOVERED,http://covid.gov.pk/,"2 new recoveries reported in Gilgit Baltistan taking the tally to 4,750",
5456,20571,,2021-01-17T04:00:01.515050Z,DECEASED,http://covid.gov.pk/,6 new deaths reported in Islamabad taking the tally to 456,
5457,20573,,2021-01-17T04:00:01.554290Z,RECOVERED,http://covid.gov.pk/,"148 new recoveries reported in Islamabad taking the tally to 37,769",
5458,20575,,2021-01-17T04:00:01.620173Z,DECEASED,http://covid.gov.pk/,"6 new deaths reported in KPK taking the tally to 1,779",
5459,20576,,2021-01-17T04:00:01.627940Z,RECOVERED,http://covid.gov.pk/,"327 new recoveries reported in KPK taking the tally to 58,082",
5460,20577,,2021-01-17T04:00:01.635193Z,DECEASED,http://covid.gov.pk/,"22 new deaths reported in Punjab taking the tally to 4,409",
5461,20578,,2021-01-17T04:00:01.642206Z,RECOVERED,http://covid.gov.pk/,"366 new recoveries reported in Punjab taking the tally to 133,952",
5462,20579,,2021-01-17T04:00:01.648781Z,DECEASED,http://covid.gov.pk/,"6 new deaths reported in Sindh taking the tally to 3,775",
5463,20580,,2021-01-17T04:00:01.655692Z,RECOVERED,http://covid.gov.pk/,"667 new recoveries reported in Sindh taking the tally to 212,933",
5464,20581,,2021-01-18T03:08:00Z,INFECTED,http://covid.gov.pk/,"92 new cases reported in Islamabad taking the tally to 40,111",
5465,20583,,2021-01-18T03:08:00Z,INFECTED,http://covid.gov.pk/,"276 new cases reported in KPK taking the tally to 63,615",
5466,20584,,2021-01-18T03:08:00Z,INFECTED,http://covid.gov.pk/,"2 new cases reported in Gilgit Baltistan taking the tally to 4,884",
5467,20585,,2021-01-18T03:08:00Z,INFECTED,http://covid.gov.pk/,"560 new cases reported in Punjab taking the tally to 149,782",
5468,20586,,2021-01-18T03:08:00Z,INFECTED,http://covid.gov.pk/,"922 new cases reported in Sindh taking the tally to 235,576",
5469,20587,,2021-01-18T03:08:00Z,INFECTED,http://covid.gov.pk/,"43 new cases reported in Balochistan taking the tally to 18,612",
5470,20588,,2021-01-18T04:00:01.087801Z,RECOVERED,http://covid.gov.pk/,"23 new recoveries reported in AJK taking the tally to 8,105",
5471,20589,,2021-01-18T04:00:01.109190Z,RECOVERED,http://covid.gov.pk/,"29 new recoveries reported in Balochistan taking the tally to 18,100",
5472,20590,,2021-01-18T04:00:01.119969Z,RECOVERED,http://covid.gov.pk/,"6 new recoveries reported in Gilgit Baltistan taking the tally to 4,756",
5473,20591,,2021-01-18T04:00:01.125749Z,DECEASED,http://covid.gov.pk/,1 new death reported in Islamabad taking the tally to 457,
5474,20593,,2021-01-18T04:00:01.169785Z,RECOVERED,http://covid.gov.pk/,"145 new recoveries reported in Islamabad taking the tally to 37,914",
5475,20595,,2021-01-18T04:00:01.232533Z,DECEASED,http://covid.gov.pk/,"4 new deaths reported in KPK taking the tally to 1,783",
5476,20596,,2021-01-18T04:00:01.239253Z,RECOVERED,http://covid.gov.pk/,"158 new recoveries reported in KPK taking the tally to 58,240",
5477,20597,,2021-01-18T04:00:01.245575Z,DECEASED,http://covid.gov.pk/,"23 new deaths reported in Punjab taking the tally to 4,432",
5478,20598,,2021-01-18T04:00:01.251677Z,RECOVERED,http://covid.gov.pk/,"537 new recoveries reported in Punjab taking the tally to 134,489",
5479,20599,,2021-01-18T04:00:01.257997Z,DECEASED,http://covid.gov.pk/,"18 new deaths reported in Sindh taking the tally to 3,793",
5480,20600,,2021-01-18T04:00:01.264092Z,RECOVERED,http://covid.gov.pk/,"691 new recoveries reported in Sindh taking the tally to 213,624",
5481,20601,,2021-01-18T07:03:00Z,INFECTED,http://covid.gov.pk/,"25 new cases reported in AJK taking the tally to 8,631",
5482,20602,,2021-01-19T02:52:00Z,INFECTED,http://covid.gov.pk/,"23 new cases reported in AJK taking the tally to 8,654",
5483,20603,,2021-01-19T02:52:00Z,INFECTED,http://covid.gov.pk/,"66 new cases reported in Islamabad taking the tally to 40,177",
5484,20605,,2021-01-19T02:52:00Z,INFECTED,http://covid.gov.pk/,"210 new cases reported in KPK taking the tally to 63,825",
5485,20606,,2021-01-19T02:52:00Z,INFECTED,http://covid.gov.pk/,"3 new cases reported in Gilgit Baltistan taking the tally to 4,887",
5486,20607,,2021-01-19T02:52:00Z,INFECTED,http://covid.gov.pk/,"534 new cases reported in Punjab taking the tally to 150,316",
5487,20608,,2021-01-19T02:52:00Z,INFECTED,http://covid.gov.pk/,"954 new cases reported in Sindh taking the tally to 236,530",
5488,20609,,2021-01-19T02:52:00Z,INFECTED,http://covid.gov.pk/,"10 new cases reported in Balochistan taking the tally to 18,622",
5489,20610,,2021-01-19T04:00:01.512191Z,DECEASED,http://covid.gov.pk/,2 new deaths reported in AJK taking the tally to 243,
5490,20611,,2021-01-19T04:00:01.722658Z,RECOVERED,http://covid.gov.pk/,"33 new recoveries reported in AJK taking the tally to 8,138",
5491,20612,,2021-01-19T04:00:01.732492Z,RECOVERED,http://covid.gov.pk/,"10 new recoveries reported in Balochistan taking the tally to 18,110",
5492,20613,,2021-01-19T04:00:01.764496Z,RECOVERED,http://covid.gov.pk/,"132 new recoveries reported in Islamabad taking the tally to 38,046",
5493,20615,,2021-01-19T04:00:01.904870Z,DECEASED,http://covid.gov.pk/,"8 new deaths reported in KPK taking the tally to 1,791",
5494,20616,,2021-01-19T04:00:01.911834Z,RECOVERED,http://covid.gov.pk/,"108 new recoveries reported in KPK taking the tally to 58,348",
5495,20617,,2021-01-19T04:00:01.918071Z,DECEASED,http://covid.gov.pk/,"28 new deaths reported in Punjab taking the tally to 4,460",
5496,20618,,2021-01-19T04:00:01.924477Z,RECOVERED,http://covid.gov.pk/,"353 new recoveries reported in Punjab taking the tally to 134,842",
5497,20619,,2021-01-19T04:00:01.930835Z,DECEASED,http://covid.gov.pk/,"20 new deaths reported in Sindh taking the tally to 3,813",
5498,20620,,2021-01-19T04:00:01.936834Z,RECOVERED,http://covid.gov.pk/,"607 new recoveries reported in Sindh taking the tally to 214,231",
5499,20621,,2021-01-20T02:55:00Z,INFECTED,http://covid.gov.pk/,"18 new cases reported in AJK taking the tally to 8,672",
5500,20622,,2021-01-20T02:55:00Z,INFECTED,http://covid.gov.pk/,"127 new cases reported in Islamabad taking the tally to 40,304",
5501,20624,,2021-01-20T02:55:00Z,INFECTED,http://covid.gov.pk/,"253 new cases reported in KPK taking the tally to 64,078",
5502,20625,,2021-01-20T02:55:00Z,INFECTED,http://covid.gov.pk/,"5 new cases reported in Gilgit Baltistan taking the tally to 4,892",
5503,20626,,2021-01-20T02:55:00Z,INFECTED,http://covid.gov.pk/,"573 new cases reported in Punjab taking the tally to 150,889",
5504,20627,,2021-01-20T02:55:00Z,INFECTED,http://covid.gov.pk/,"778 new cases reported in Sindh taking the tally to 237,308",
5505,20628,,2021-01-20T02:55:00Z,INFECTED,http://covid.gov.pk/,"18 new cases reported in Balochistan taking the tally to 18,640",
5506,20629,,2021-01-20T04:00:01.098120Z,DECEASED,http://covid.gov.pk/,2 new deaths reported in AJK taking the tally to 245,
5507,20630,,2021-01-20T04:00:01.115288Z,RECOVERED,http://covid.gov.pk/,"20 new recoveries reported in AJK taking the tally to 8,158",
5508,20631,,2021-01-20T04:00:01.121902Z,DECEASED,http://covid.gov.pk/,1 new death reported in Balochistan taking the tally to 191,
5509,20632,,2021-01-20T04:00:01.127657Z,RECOVERED,http://covid.gov.pk/,"9 new recoveries reported in Balochistan taking the tally to 18,119",
5510,20633,,2021-01-20T04:00:01.133648Z,DECEASED,http://covid.gov.pk/,1 new death reported in Gilgit Baltistan taking the tally to 102,
5511,20634,,2021-01-20T04:00:01.139429Z,RECOVERED,http://covid.gov.pk/,"7 new recoveries reported in Gilgit Baltistan taking the tally to 4,763",
5512,20635,,2021-01-20T04:00:01.145204Z,DECEASED,http://covid.gov.pk/,3 new deaths reported in Islamabad taking the tally to 460,
5513,20637,,2021-01-20T04:00:01.186229Z,RECOVERED,http://covid.gov.pk/,"102 new recoveries reported in Islamabad taking the tally to 38,148",
5514,20639,,2021-01-20T04:00:01.247008Z,DECEASED,http://covid.gov.pk/,"8 new deaths reported in KPK taking the tally to 1,799",
5515,20640,,2021-01-20T04:00:01.258304Z,RECOVERED,http://covid.gov.pk/,"455 new recoveries reported in KPK taking the tally to 58,803",
5516,20641,,2021-01-20T04:00:01.267656Z,DECEASED,http://covid.gov.pk/,"16 new deaths reported in Punjab taking the tally to 4,476",
5517,20642,,2021-01-20T04:00:01.276232Z,RECOVERED,http://covid.gov.pk/,"583 new recoveries reported in Punjab taking the tally to 135,425",
5518,20643,,2021-01-20T04:00:01.282372Z,DECEASED,http://covid.gov.pk/,"17 new deaths reported in Sindh taking the tally to 3,830",
5519,20644,,2021-01-20T04:00:01.288229Z,RECOVERED,http://covid.gov.pk/,"870 new recoveries reported in Sindh taking the tally to 215,101",
5520,20645,,2021-01-21T03:00:00Z,INFECTED,http://covid.gov.pk/,"34 new cases reported in AJK taking the tally to 8,706",
5521,20646,,2021-01-21T03:00:00Z,INFECTED,http://covid.gov.pk/,"126 new cases reported in Islamabad taking the tally to 40,430",
5522,20648,,2021-01-21T03:00:00Z,INFECTED,http://covid.gov.pk/,"295 new cases reported in KPK taking the tally to 64,373",
5523,20649,,2021-01-21T03:00:00Z,INFECTED,http://covid.gov.pk/,"2 new cases reported in Gilgit Baltistan taking the tally to 4,894",
5524,20650,,2021-01-21T03:00:00Z,INFECTED,http://covid.gov.pk/,"714 new cases reported in Punjab taking the tally to 151,603",
5525,20651,,2021-01-21T03:00:00Z,INFECTED,http://covid.gov.pk/,"1,162 new cases reported in Sindh taking the tally to 238,470",
5526,20652,,2021-01-21T03:00:00Z,INFECTED,http://covid.gov.pk/,"30 new cases reported in Balochistan taking the tally to 18,670",
5527,20653,,2021-01-21T04:00:01.092746Z,DECEASED,http://covid.gov.pk/,3 new deaths reported in AJK taking the tally to 248,
5528,20654,,2021-01-21T04:00:01.115963Z,RECOVERED,http://covid.gov.pk/,"19 new recoveries reported in AJK taking the tally to 8,177",
5529,20655,,2021-01-21T04:00:01.122835Z,DECEASED,http://covid.gov.pk/,1 new death reported in Balochistan taking the tally to 192,
5530,20656,,2021-01-21T04:00:01.129187Z,RECOVERED,http://covid.gov.pk/,"42 new recoveries reported in Balochistan taking the tally to 18,161",
5531,20657,,2021-01-21T04:00:01.136691Z,RECOVERED,http://covid.gov.pk/,"2 new recoveries reported in Gilgit Baltistan taking the tally to 4,765",
5532,20658,,2021-01-21T04:00:01.144260Z,RECOVERED,http://covid.gov.pk/,"130 new recoveries reported in Islamabad taking the tally to 38,278",
5533,20660,,2021-01-21T04:00:01.223395Z,DECEASED,http://covid.gov.pk/,"12 new deaths reported in KPK taking the tally to 1,811",
5534,20661,,2021-01-21T04:00:01.230046Z,RECOVERED,http://covid.gov.pk/,"475 new recoveries reported in KPK taking the tally to 59,278",
5535,20662,,2021-01-21T04:00:01.235857Z,DECEASED,http://covid.gov.pk/,"25 new deaths reported in Punjab taking the tally to 4,501",
5536,20663,,2021-01-21T04:00:01.241807Z,RECOVERED,http://covid.gov.pk/,"467 new recoveries reported in Punjab taking the tally to 135,892",
5537,20664,,2021-01-21T04:00:01.248108Z,DECEASED,http://covid.gov.pk/,"13 new deaths reported in Sindh taking the tally to 3,843",
5538,20665,,2021-01-21T04:00:01.253911Z,RECOVERED,http://covid.gov.pk/,"1,044 new recoveries reported in Sindh taking the tally to 216,145",
5539,20666,,2021-01-22T02:50:00Z,INFECTED,http://covid.gov.pk/,"47 new cases reported in AJK taking the tally to 8,753",
5540,20667,,2021-01-22T02:50:00Z,INFECTED,http://covid.gov.pk/,"118 new cases reported in Islamabad taking the tally to 40,548",
5541,20669,,2021-01-22T02:50:00Z,INFECTED,http://covid.gov.pk/,"278 new cases reported in KPK taking the tally to 64,651",
5542,20670,,2021-01-22T02:50:00Z,INFECTED,http://covid.gov.pk/,"5 new cases reported in Gilgit Baltistan taking the tally to 4,899",
5543,20671,,2021-01-22T02:50:00Z,INFECTED,http://covid.gov.pk/,"555 new cases reported in Punjab taking the tally to 152,158",
5544,20672,,2021-01-22T02:50:00Z,INFECTED,http://covid.gov.pk/,"716 new cases reported in Sindh taking the tally to 239,186",
5545,20673,,2021-01-22T02:50:00Z,INFECTED,http://covid.gov.pk/,"26 new cases reported in Balochistan taking the tally to 18,696",
5546,20674,,2021-01-22T04:00:01.092286Z,RECOVERED,http://covid.gov.pk/,"32 new recoveries reported in AJK taking the tally to 8,209",
5547,20675,,2021-01-22T04:00:01.108302Z,RECOVERED,http://covid.gov.pk/,"44 new recoveries reported in Balochistan taking the tally to 18,205",
5548,20676,,2021-01-22T04:00:01.116861Z,DECEASED,http://covid.gov.pk/,1 new death reported in Islamabad taking the tally to 461,
5549,20678,,2021-01-22T04:00:01.152968Z,RECOVERED,http://covid.gov.pk/,"136 new recoveries reported in Islamabad taking the tally to 38,414",
5550,20680,,2021-01-22T04:00:01.217774Z,DECEASED,http://covid.gov.pk/,"12 new deaths reported in KPK taking the tally to 1,823",
5551,20681,,2021-01-22T04:00:01.225432Z,RECOVERED,http://covid.gov.pk/,"335 new recoveries reported in KPK taking the tally to 59,613",
5552,20682,,2021-01-22T04:00:01.231908Z,DECEASED,http://covid.gov.pk/,"22 new deaths reported in Punjab taking the tally to 4,523",
5553,20683,,2021-01-22T04:00:01.237859Z,RECOVERED,http://covid.gov.pk/,"753 new recoveries reported in Punjab taking the tally to 136,645",
5554,20684,,2021-01-22T04:00:01.243885Z,DECEASED,http://covid.gov.pk/,"12 new deaths reported in Sindh taking the tally to 3,855",
5555,20685,,2021-01-22T04:00:01.250031Z,RECOVERED,http://covid.gov.pk/,"775 new recoveries reported in Sindh taking the tally to 216,920",
5556,20686,,2021-01-23T04:23:00Z,INFECTED,http://covid.gov.pk/,"17 new cases reported in AJK taking the tally to 8,770",
5557,20687,,2021-01-23T04:23:00Z,INFECTED,http://covid.gov.pk/,"81 new cases reported in Islamabad taking the tally to 40,629",
5558,20689,,2021-01-23T04:23:00Z,INFECTED,http://covid.gov.pk/,"294 new cases reported in KPK taking the tally to 64,945",
5559,20690,,2021-01-23T04:23:00Z,INFECTED,http://covid.gov.pk/,"767 new cases reported in Punjab taking the tally to 152,925",
5560,20691,,2021-01-23T04:23:00Z,INFECTED,http://covid.gov.pk/,"749 new cases reported in Sindh taking the tally to 239,935",
5561,20692,,2021-01-23T04:23:00Z,INFECTED,http://covid.gov.pk/,"19 new cases reported in Balochistan taking the tally to 18,715",
5562,20693,,2021-01-23T05:00:01.097274Z,DECEASED,http://covid.gov.pk/,4 new deaths reported in AJK taking the tally to 252,
5563,20694,,2021-01-23T05:00:01.118502Z,RECOVERED,http://covid.gov.pk/,"18 new recoveries reported in AJK taking the tally to 8,227",
5564,20695,,2021-01-23T05:00:01.127282Z,RECOVERED,http://covid.gov.pk/,"30 new recoveries reported in Balochistan taking the tally to 18,235",
5565,20696,,2021-01-23T05:00:01.138440Z,DECEASED,http://covid.gov.pk/,2 new deaths reported in Islamabad taking the tally to 463,
5566,20698,,2021-01-23T05:00:01.177092Z,RECOVERED,http://covid.gov.pk/,"120 new recoveries reported in Islamabad taking the tally to 38,534",
5567,20700,,2021-01-23T05:00:01.231373Z,DECEASED,http://covid.gov.pk/,"3 new deaths reported in KPK taking the tally to 1,826",
5568,20701,,2021-01-23T05:00:01.238029Z,RECOVERED,http://covid.gov.pk/,"284 new recoveries reported in KPK taking the tally to 59,897",
5569,20702,,2021-01-23T05:00:01.244030Z,DECEASED,http://covid.gov.pk/,"14 new deaths reported in Punjab taking the tally to 4,537",
5570,20703,,2021-01-23T05:00:01.249683Z,RECOVERED,http://covid.gov.pk/,"342 new recoveries reported in Punjab taking the tally to 136,987",
5571,20704,,2021-01-23T05:00:01.255504Z,DECEASED,http://covid.gov.pk/,"20 new deaths reported in Sindh taking the tally to 3,875",
5572,20705,,2021-01-23T05:00:01.262348Z,RECOVERED,http://covid.gov.pk/,"943 new recoveries reported in Sindh taking the tally to 217,863",
5573,20706,,2021-01-24T03:10:00Z,INFECTED,http://covid.gov.pk/,"25 new cases reported in AJK taking the tally to 8,795",
5574,20707,,2021-01-24T03:10:00Z,INFECTED,http://covid.gov.pk/,"84 new cases reported in Islamabad taking the tally to 40,713",
5575,20709,,2021-01-24T03:10:00Z,INFECTED,http://covid.gov.pk/,"342 new cases reported in KPK taking the tally to 65,287",
5576,20710,,2021-01-24T03:10:00Z,INFECTED,http://covid.gov.pk/,"2 new cases reported in Gilgit Baltistan taking the tally to 4,901",
5577,20711,,2021-01-24T03:10:00Z,INFECTED,http://covid.gov.pk/,"485 new cases reported in Punjab taking the tally to 153,410",
5578,20712,,2021-01-24T03:10:00Z,INFECTED,http://covid.gov.pk/,"635 new cases reported in Sindh taking the tally to 240,570",
5579,20713,,2021-01-24T03:10:00Z,INFECTED,http://covid.gov.pk/,"21 new cases reported in Balochistan taking the tally to 18,736",
5580,20714,,2021-01-24T04:00:01.050633Z,DECEASED,http://covid.gov.pk/,2 new deaths reported in AJK taking the tally to 254,
5581,20715,,2021-01-24T04:00:01.065969Z,RECOVERED,http://covid.gov.pk/,"19 new recoveries reported in AJK taking the tally to 8,246",
5582,20716,,2021-01-24T04:00:01.072398Z,DECEASED,http://covid.gov.pk/,1 new death reported in Balochistan taking the tally to 193,
5583,20717,,2021-01-24T04:00:01.078811Z,RECOVERED,http://covid.gov.pk/,"13 new recoveries reported in Balochistan taking the tally to 18,248",
5584,20718,,2021-01-24T04:00:01.086039Z,RECOVERED,http://covid.gov.pk/,"5 new recoveries reported in Gilgit Baltistan taking the tally to 4,770",
5585,20719,,2021-01-24T04:00:01.091680Z,DECEASED,http://covid.gov.pk/,2 new deaths reported in Islamabad taking the tally to 465,
5586,20721,,2021-01-24T04:00:01.133014Z,RECOVERED,http://covid.gov.pk/,"103 new recoveries reported in Islamabad taking the tally to 38,637",
5587,20723,,2021-01-24T04:00:01.187788Z,DECEASED,http://covid.gov.pk/,"6 new deaths reported in KPK taking the tally to 1,832",
5588,20724,,2021-01-24T04:00:01.196182Z,RECOVERED,http://covid.gov.pk/,"325 new recoveries reported in KPK taking the tally to 60,222",
5589,20725,,2021-01-24T04:00:01.202779Z,DECEASED,http://covid.gov.pk/,"24 new deaths reported in Punjab taking the tally to 4,561",
5590,20726,,2021-01-24T04:00:01.209106Z,RECOVERED,http://covid.gov.pk/,"691 new recoveries reported in Punjab taking the tally to 137,678",
5591,20727,,2021-01-24T04:00:01.215456Z,DECEASED,http://covid.gov.pk/,"13 new deaths reported in Sindh taking the tally to 3,888",
5592,20728,,2021-01-24T04:00:01.221762Z,RECOVERED,http://covid.gov.pk/,"825 new recoveries reported in Sindh taking the tally to 218,688",
5593,20729,,2021-01-25T02:48:00Z,INFECTED,http://covid.gov.pk/,"30 new cases reported in AJK taking the tally to 8,825",
5594,20730,,2021-01-25T02:48:00Z,INFECTED,http://covid.gov.pk/,"102 new cases reported in Islamabad taking the tally to 40,815",
5595,20732,,2021-01-25T02:48:00Z,INFECTED,http://covid.gov.pk/,"245 new cases reported in KPK taking the tally to 65,532",
5596,20733,,2021-01-25T02:48:00Z,INFECTED,http://covid.gov.pk/,"1 new case reported in Gilgit Baltistan taking the tally to 4,902",
5597,20734,,2021-01-25T02:48:00Z,INFECTED,http://covid.gov.pk/,"607 new cases reported in Punjab taking the tally to 154,017",
5598,20735,,2021-01-25T02:48:00Z,INFECTED,http://covid.gov.pk/,"630 new cases reported in Sindh taking the tally to 241,200",
5599,20736,,2021-01-25T02:48:00Z,INFECTED,http://covid.gov.pk/,"14 new cases reported in Balochistan taking the tally to 18,750",
5600,20737,,2021-01-25T04:00:01.040086Z,DECEASED,http://covid.gov.pk/,2 new deaths reported in AJK taking the tally to 256,
5601,20738,,2021-01-25T04:00:01.058857Z,RECOVERED,http://covid.gov.pk/,"15 new recoveries reported in AJK taking the tally to 8,261",
5602,20739,,2021-01-25T04:00:01.067393Z,RECOVERED,http://covid.gov.pk/,"36 new recoveries reported in Balochistan taking the tally to 18,284",
5603,20740,,2021-01-25T04:00:01.077096Z,DECEASED,http://covid.gov.pk/,3 new deaths reported in Islamabad taking the tally to 468,
5604,20742,,2021-01-25T04:00:01.134254Z,RECOVERED,http://covid.gov.pk/,"100 new recoveries reported in Islamabad taking the tally to 38,737",
5605,20744,,2021-01-25T04:00:01.189693Z,DECEASED,http://covid.gov.pk/,"7 new deaths reported in KPK taking the tally to 1,839",
